% drifting stream generated from small.arff
% seed: 5
% length: 800
% sudden drift begins at instance 400 (0-based; the 401st @data row)
% pre-drift class weights: 0=0.4256, 1=0.2292, 7=0.1548, 4=0.1042, 5=0.0595, 6=0.0149, 2=0.0060, 3=0.0060
% post-drift class weights: 0=0.0578, 1=0.1073, 7=0.1589, 4=0.2361, 5=0.4131, 6=0.0149, 2=0.0060, 3=0.0060
% post-drift label map: 0->1, 1->0, 7->4, 4->7, 5->5, 6->6, 2->2, 3->3
% pre-drift realized counts: {'0': 165, '1': 93, '2': 1, '3': 2, '4': 48, '5': 28, '6': 3, '7': 60}
% post-drift realized counts: {'0': 35, '1': 21, '2': 3, '3': 2, '4': 64, '5': 176, '6': 5, '7': 94}
% jitter is gaussian noise at --jitter * feature std; class values match the source file
% class codes are categories (see learning/resources/data/README.md); do not use them as features
@relation small_stream
@attribute A1 NUMERIC
@attribute A2 NUMERIC
@attribute A3 NUMERIC
@attribute A4 NUMERIC
@attribute A5 NUMERIC
@attribute A6 NUMERIC
@attribute A7 NUMERIC
@attribute class {0,1,2,3,4,5,6,7}
@data
55.5147,54.2845,47.706,4.99506,37.1761,25.8611,34.207,0
8.91681,64.7792,48.606,5.00061,46.498,50.3,47.7767,7
52.4783,55.0289,48.0861,5.00237,62.5998,75.1231,78.4973,1
66.1738,86.2296,48.3728,4.99844,34.0409,39.7473,35.0962,7
72.9389,83.3492,48.2397,4.98921,86.1487,59.3473,26.9823,5
66.8502,66.5622,49.0764,4.99116,49.4392,3.80479,32.1854,7
48.6632,29.5984,48.2304,4.99051,54.4411,24.9626,34.9891,0
80.4426,52.5548,48.0835,5.00178,56.6173,78.2581,8.29984,4
29.9808,3.39072,48.5298,4.99812,45.1106,2.28266,17.88,0
35.8228,39.9983,47.7303,5.01296,52.076,34.3831,40.462,0
9.66704,49.5478,47.4851,5.00332,51.3968,44.7604,54.1723,0
62.0295,36.6126,48.7859,4.96485,50.543,34.7556,42.5035,0
62.577,73.9705,48.5313,5.00858,63.245,71.497,63.6579,1
7.11777,38.2509,47.9659,4.99803,66.6973,63.4664,69.9914,1
39.0534,2.08756,47.6241,5.01246,43.4108,30.7611,39.8239,0
64.2233,41.3587,48.6885,5.02502,48.3957,78.7114,7.96057,4
63.6214,9.14325,47.6252,4.99601,45.6202,32.067,28.9871,7
25.4677,46.8716,48.0867,4.99917,58.985,87.9153,89.4859,1
32.6913,37.4044,48.3304,4.99047,46.4217,66.9108,68.9151,1
2.0269,43.5929,48.0857,5.00808,35.0123,19.3004,32.0125,0
75.7874,53.7408,1.0331,0.995482,5.63411,46.8875,1.74965,3
49.7106,28.9334,47.9872,5.01002,56.6296,25.5433,33.1246,0
36.5855,41.0375,47.5045,5.01618,47.6145,47.0779,54.6491,0
26.3295,3.05132,47.5054,5.00003,46.9233,32.4447,41.0972,0
22.0345,50.8828,48.742,4.99722,6.08382,31.1485,40.8134,0
65.3172,52.3121,47.7047,5.00083,59.0815,66.3857,64.9988,1
62.5807,68.1196,47.9871,4.99531,64.4149,43.2031,31.8526,5
21.5117,34.5328,47.9575,4.9872,30.2113,18.021,29.6111,0
68.7026,59.8967,48.3091,4.98862,44.9961,44.1755,54.377,7
62.5702,50.6782,47.5181,4.98015,64.4195,69.9835,75.2499,4
6.67806,62.2278,48.2949,5.00326,46.2119,52.4896,47.1116,7
24.5135,43.2381,48.0084,4.98672,39.2285,28.2248,38.1387,0
63.8147,72.7092,48.2149,4.99106,50.0932,43.7304,18.6558,7
35.1448,50.575,47.5262,5.00245,67.9438,10.0571,8.68412,1
3.71715,56.238,47.2326,4.99879,70.0836,63.7906,65.231,1
7.02632,5.44127,47.7798,5.00308,46.0451,38.0029,46.6043,0
35.3893,39.112,47.8137,5.01168,47.9237,48.1341,56.2692,0
38.9876,33.2715,47.7897,4.98242,38.2427,33.0812,43.0988,0
53.1796,39.2178,48.5948,4.9896,43.8028,26.5189,34.7902,0
45.4545,27.2864,48.0829,5.01098,53.8728,52.8992,57.2817,0
23.1767,58.1929,48.2105,4.9978,61.8408,34.4899,43.0813,0
59.7941,54.855,47.1039,5.01225,57.0315,7.57957,73.7814,1
52.1757,52.9125,48.4537,5.0036,61.7797,75.0664,78.2692,1
4.24473,4.17929,47.8652,5.00337,63.8251,81.7054,83.3803,1
55.2201,52.8921,47.9311,5.02434,32.515,35.3418,45.8754,0
37.5512,51.2247,47.8613,4.99688,42.8134,41.5143,35.1861,0
73.2121,26.2365,47.9359,5.01033,56.4721,74.0387,77.5035,4
66.253,47.958,47.726,4.99251,54.5253,7.67266,74.8042,7
65.8132,48.1612,48.0538,4.98785,53.298,9.22143,74.5321,7
68.8428,64.0049,48.8328,5.001,71.2471,5.14994,1.98804,5
86.9835,40.3893,48.4246,4.99711,52.0156,72.8443,74.2934,7
43.0416,4.33772,48.0853,4.99617,58.7679,73.1751,78.5789,0
66.9529,86.6179,47.925,4.99135,73.0255,3.62936,25.6365,5
65.3065,56.1445,48.6092,4.99836,6.76035,33.1212,27.5568,5
46.784,44.868,48.4266,5.00246,6.29021,76.1434,8.38147,0
78.6372,56.1501,48.0015,5.01881,87.9588,52.4088,4.61028,5
64.2362,66.968,47.8635,4.99583,40.9431,41.0676,3.0777,4
74.6015,56.2344,47.8832,4.99776,88.4107,52.8061,3.04867,5
60.8843,82.1957,48.3617,4.98687,4.26854,38.8507,20.3962,4
72.9716,82.4551,47.558,5.0105,85.403,57.2768,28.5886,5
77.7921,56.7474,1.23338,4.97674,34.8086,53.0672,-0.999773,6
55.3891,6.64148,47.4,4.99858,58.2502,71.2639,74.9414,7
75.5668,56.9039,47.051,5.00934,88.0209,52.3784,2.37944,5
75.9622,54.6129,47.9765,5.00398,51.2502,76.3571,73.6823,7
66.5531,90.4132,48.5104,4.98863,73.3458,5.6348,25.3131,5
85.8792,49.6967,48.1379,5.02031,61.4593,76.7818,79.6978,7
65.7776,55.7768,48.1167,5.00338,6.61266,33.9236,25.5135,5
67.696,76.6121,47.8935,4.9968,83.3662,44.5243,26.7218,5
76.5244,56.7555,47.6594,5.02163,88.8634,52.7163,2.59747,5
28.1342,3.17883,47.5158,5.01837,70.2578,28.0037,39.6945,1
80.06,41.0161,47.9901,5.00539,66.2546,81.9149,82.7754,7
74.1421,10.8697,47.9216,4.98254,57.1613,52.2549,28.0833,5
67.7978,61.825,47.9576,4.99565,74.2963,3.02467,2.59903,5
56.7203,37.3666,48.0895,4.98064,4.84355,47.8904,32.2849,7
67.1381,60.3128,47.6647,5.0063,77.2788,39.4362,20.727,5
65.5432,58.5786,47.9411,4.99256,6.30346,34.5041,24.8849,5
66.917,76.0495,48.2609,4.98562,83.5842,46.083,25.7671,5
66.6112,86.8542,48.4316,5.0011,73.1409,6.28135,23.9398,5
73.8776,76.8545,47.9046,4.99711,83.4417,57.4019,1.45785,5
6.84782,75.3727,0.271205,5.01049,76.927,57.7446,52.7022,5
65.5652,57.4825,47.4986,4.98442,47.0549,45.3094,52.4343,4
85.5399,49.6023,48.1567,5.01692,54.9598,78.2784,73.1817,7
72.2637,40.8255,48.2855,5.00665,65.0187,77.0739,78.4967,7
70.6332,72.3092,47.9833,4.99196,68.9112,44.329,35.7861,5
79.9409,33.0408,47.3849,4.99303,57.9379,75.7892,77.7835,7
75.9543,75.172,48.2571,4.99445,85.2012,55.821,4.27443,5
58.3282,74.7136,48.3148,4.9975,51.2411,33.6605,33.2615,5
66.921,75.3196,48.3847,4.98971,82.8817,46.019,27.3094,5
73.3786,36.597,48.213,4.99864,64.349,7.74135,71.9815,7
68.4069,57.351,48.6356,5.00364,75.242,39.4152,22.4316,5
73.1979,9.15872,48.1787,4.98445,57.6542,51.4369,29.4738,5
70.0738,69.7447,47.4901,4.98681,67.7372,44.591,36.4929,5
61.4354,58.4342,47.9525,4.988,49.3038,6.75919,0.481013,4
67.0412,70.4422,48.1126,5.00282,41.1648,4.85362,36.4289,4
83.7134,47.3911,47.8239,4.99505,64.6849,77.2658,80.4018,7
57.3487,28.1252,48.0268,4.99835,65.2496,76.2923,75.7668,7
77.0636,57.9402,48.206,4.99739,87.1785,52.8885,-0.668696,5
64.0327,87.2754,47.1885,4.99613,33.8382,42.6353,35.9272,4
69.068,59.5928,47.1973,5.00074,76.8819,38.613,19.5963,5
73.9114,78.2119,48.4302,5.01723,76.1339,55.1926,17.0884,5
76.8786,54.686,48.4713,5.00935,49.2362,78.5266,72.6604,7
84.2572,48.2778,47.4613,5.00601,64.3907,76.8538,80.302,7
64.3607,70.9817,47.7858,4.99978,40.5648,5.50119,35.3127,4
77.9773,56.4301,47.6064,5.00879,50.8771,76.8002,73.6275,7
64.934,59.6132,48.4245,4.99576,47.6313,47.2805,50.5379,4
61.661,51.7819,47.9404,4.9871,78.5516,46.7464,28.9999,5
81.1982,48.3558,48.693,5.00314,64.9706,76.9094,80.5431,7
68.7828,82.2631,47.7375,4.98077,75.0258,54.4609,37.1814,5
84.1495,48.5256,48.1441,5.0034,55.053,76.3026,74.9004,7
69.8501,61.6276,47.5336,4.99681,72.5936,2.40622,3.68647,5
87.2991,55.776,48.0377,5.00315,62.2821,79.5312,85.1469,7
62.5857,50.8093,48.077,4.99047,78.8828,45.7723,28.8946,5
67.0939,86.1949,47.204,5.01299,73.3362,5.92108,24.8288,5
20.8927,56.5494,48.6537,5.01024,35.5619,51.7792,58.8878,1
68.2561,75.6565,47.6066,4.98513,85.378,44.5743,26.0668,5
67.3855,83.3399,47.7813,4.99631,74.4523,52.5578,37.9162,5
75.5567,76.3861,47.8855,4.97633,82.6646,56.3509,4.08551,5
61.4937,49.9874,48.4878,4.97369,54.2193,77.832,80.57,2
54.8383,51.1555,47.4648,5.00432,34.0871,38.5188,46.0711,1
60.876,74.93,48.886,4.98684,50.3422,34.9352,33.4793,5
67.7988,43.0458,48.2176,4.99177,57.9174,73.3763,77.3002,7
50.6721,45.792,47.5083,4.98433,58.5732,33.7604,41.6283,1
64.0894,51.4051,48.8818,4.99879,63.8791,72.3046,73.9886,7
64.787,51.5235,48.2117,4.99712,79.7589,44.9569,28.0813,5
47.6987,61.7005,0.807199,5.00337,55.405,72.517,74.9228,7
-1.42955,50.3045,47.9473,4.98243,35.3544,69.3555,43.9032,0
73.0434,77.4721,47.6478,5.00672,82.9799,57.5395,6.63045,5
87.5692,49.6514,47.9483,4.99961,60.4375,77.3197,80.6276,7
72.2049,82.7373,47.9098,4.98491,87.0813,56.9726,29.6638,5
65.6353,88.9314,47.4476,5.00589,72.1188,4.71401,25.3341,5
67.9721,83.9467,47.7018,5.00772,74.0732,52.2781,35.8112,5
4.02942,65.0915,47.6933,4.99802,29.8719,92.7733,93.253,0
43.0226,35.9351,47.9333,4.99303,43.8404,52.3137,60.0623,1
72.9573,78.2435,47.7578,5.01243,72.4652,54.9509,14.5746,5
62.9848,57.1054,48.6359,4.98928,5.83061,33.0753,26.4023,5
5.618,76.6985,0.864048,4.99587,76.6421,60.407,50.4533,5
31.6837,37.9519,48.1855,5.01307,52.739,27.3785,37.2926,4
74.5182,25.6974,48.0961,4.99814,58.576,75.3157,77.4443,7
78.1135,67.5279,47.901,5.00527,84.3087,3.76676,28.2412,5
66.0399,85.103,48.0706,5.01915,75.0136,53.1607,37.4932,5
64.8179,57.333,47.9863,4.99275,7.63735,36.0598,24.6008,5
63.0293,50.4871,47.941,4.99195,77.8963,43.9247,26.7533,5
31.197,39.6283,48.1203,4.99438,52.5208,28.4577,36.422,4
64.8846,47.349,48.2398,5.01874,47.4856,70.7185,74.9146,7
73.3803,8.33824,47.3849,5.00491,57.228,52.7959,27.7213,5
67.2554,82.4647,47.2342,5.01063,73.5408,52.7957,37.4912,5
83.0495,48.1409,47.4851,4.99892,55.2811,78.3548,75.0223,7
68.4016,58.7213,47.7769,5.0008,76.0274,38.9105,20.1218,5
75.5355,77.7342,47.8732,5.00984,82.3608,57.6081,2.0593,5
79.6454,40.5329,47.5478,4.99982,64.8571,81.4518,83.3455,7
75.8792,83.093,47.8364,5.0122,35.2988,52.5867,32.5303,4
65.7889,87.2364,48.5228,5.00416,73.3139,3.52179,24.4575,5
62.0525,43.452,48.1931,5.00659,47.1782,75.9122,6.68429,7
83.5165,53.3395,48.1476,4.99887,59.3114,86.3109,89.0202,7
47.9333,46.2214,48.3838,5.00224,60.1692,75.5822,76.9576,7
4.05157,3.89971,1.04687,4.98454,53.4028,77.0494,7.75515,0
70.4769,65.6615,47.8348,5.00515,39.3373,6.60779,23.9843,4
66.6487,36.4625,48.1705,4.99991,54.141,62.2775,67.8101,7
73.8236,39.9177,48.2527,5.00445,6.38729,57.1911,61.4316,7
66.2903,73.9277,48.3962,4.99616,31.7546,37.4963,41.3313,4
64.4726,72.9591,48.9585,4.98389,46.9788,41.0064,18.7746,4
66.4311,81.9208,48.3403,5.01799,39.2033,64.718,56.2835,4
54.8502,54.1115,48.3966,5.00199,43.5854,37.8588,6.6626,4
63.2722,86.4327,48.1046,4.98654,39.5135,46.9473,33.3818,4
52.7229,80.2222,48.0083,4.9957,72.245,37.6189,36.4238,5
64.318,38.6245,47.8407,5.02914,53.5845,63.7735,67.835,7
59.2305,28.5743,48.5736,4.99432,64.7209,75.1051,76.5362,7
6.68844,76.7932,0.972275,5.00226,77.5491,58.1616,52.352,5
65.2729,45.5738,47.4822,5.01161,48.1378,72.3581,76.3765,7
64.2879,50.3132,47.5009,4.97945,65.9772,53.7671,34.8126,5
5.63345,56.2563,48.9056,5.00267,70.8724,61.5923,67.6627,0
74.4476,75.2655,47.7372,4.99183,83.8584,57.1477,3.17322,5
69.9453,70.9054,48.0474,5.01733,67.079,43.2142,36.1003,5
62.7689,48.0875,47.6537,4.99305,78.2345,45.0904,29.761,5
45.1306,59.8935,47.8474,5.00242,36.193,74.8783,22.7275,0
82.5431,49.5347,47.5729,4.99193,54.4308,77.9131,73.757,7
62.7242,75.9146,48.1962,4.98439,52.093,32.2182,32.0874,5
16.1494,50.6531,48.3509,4.99644,32.72,40.0197,48.841,0
66.7207,86.8143,48.1019,4.998,31.9834,41.0699,36.0521,4
72.6774,84.4854,48.1667,5.01265,34.119,52.2524,35.3915,4
74.1026,84.3207,47.8114,4.99194,85.971,56.4157,30.8204,5
80.6784,46.6463,49.0201,5.00977,65.0833,76.6315,79.7297,7
74.3819,78.5758,48.2514,4.98475,74.9022,51.9811,14.5692,5
82.5839,47.7238,47.867,5.00801,66.1827,74.2711,78.4662,7
61.3242,46.1447,47.8301,5.0019,50.3889,84.3021,84.7575,0
75.8705,85.6404,48.1975,4.98881,34.5888,52.061,31.4167,4
54.8487,68.2233,47.7539,5.00413,76.8304,36.123,46.4888,5
66.3413,61.1223,48.1314,5.0139,72.3853,3.45415,6.22607,5
18.2125,39.7034,47.8538,4.99264,53.4875,4.20106,37.0462,1
71.1705,72.0544,48.0171,5.01331,2.51629,53.8927,39.0633,4
61.8999,48.554,48.1531,5.01014,54.0779,75.2787,78.3841,2
34.0847,50.7457,47.8103,5.00883,61.3256,73.5097,74.873,0
74.9792,8.13877,47.5329,4.99952,56.0032,53.624,29.2742,5
82.3635,47.5932,48.2769,5.02016,64.9221,75.2746,79.9775,7
63.6017,51.546,47.126,4.99715,66.1455,53.879,29.5341,5
69.7404,63.214,48.2984,4.99566,72.1773,2.91503,1.02454,5
65.7531,59.1643,47.7254,5.01413,48.065,77.8784,71.6192,0
73.5119,83.2886,47.6473,4.99201,85.3604,57.7471,30.5474,5
77.4461,39.9457,48.5355,4.97896,5.14208,58.5223,62.6724,7
7.43541,51.952,48.2624,4.99152,5.51041,85.5087,86.5457,7
70.2317,43.9345,47.6806,5.01836,58.6341,74.4683,78.6493,7
33.1026,36.1478,48.3626,4.98604,46.8282,64.131,69.5648,0
72.8558,82.785,47.5944,5.00988,86.7612,59.298,27.2501,5
63.5646,47.9294,47.4633,5.00242,79.2261,44.304,27.6618,5
69.1684,81.2019,48.5139,4.99133,53.595,47.6392,22.252,4
27.9901,46.2576,48.3004,5.00623,68.5598,65.5797,67.2812,0
68.0412,63.1183,47.3302,5.00593,73.3048,2.88612,4.33159,5
65.3384,51.1912,47.9933,4.99608,66.615,54.2862,31.9133,5
78.8641,68.6771,47.8595,4.98975,83.2438,4.59705,30.4032,5
74.4867,75.804,47.8236,4.99312,82.3101,57.7613,4.06008,5
70.5127,60.8354,47.3913,5.00696,72.4479,5.55453,2.59704,5
74.7139,78.9243,47.353,5.00325,75.3084,52.0629,16.1533,5
60.8947,49.3086,47.8597,4.98759,78.2947,45.4704,25.681,5
62.0805,5.16489,47.5345,4.98783,59.5837,84.4932,83.7219,0
73.1876,46.9483,47.5931,4.98806,4.47816,54.6587,44.2091,4
75.1577,78.2652,48.0677,4.9933,73.6161,52.9097,16.228,5
74.2757,40.7301,48.0267,4.99277,6.3154,58.6886,61.6098,7
62.164,73.6783,47.8524,5.0075,50.3961,33.891,33.7398,5
67.2507,87.9631,47.8424,5.00194,73.6142,2.39169,26.3912,5
62.6175,56.3939,48.1495,4.98684,6.43796,32.0336,27.8497,5
66.0125,62.5889,47.6533,4.99873,71.7375,3.94666,1.98092,5
72.1389,46.3485,47.6243,5.01252,5.10665,55.6642,42.0084,4
67.7845,76.9311,48.2993,4.98868,83.014,45.5553,26.8185,5
61.527,84.3984,48.196,5.01912,45.151,36.2099,2.94156,4
67.3497,8.53243,47.1826,4.99059,46.7876,58.644,25.8482,4
50.561,81.7763,48.7146,4.99721,72.8432,37.8872,38.3081,5
66.2014,78.2095,48.2264,4.9958,44.4725,45.5512,40.4864,4
64.1823,84.4788,47.5476,5.00535,38.8088,44.503,6.08735,4
72.5785,27.5201,47.7518,4.9881,56.4912,74.6974,77.7488,7
61.2957,74.6371,48.6423,5.01204,52.1217,33.0608,30.7771,5
79.7422,36.1561,48.0379,5.00908,47.3116,80.6425,5.1763,7
49.2481,61.1509,1.41846,5.01284,55.7871,71.5104,75.2889,7
59.4437,62.071,48.1384,4.99983,41.2761,41.4971,35.9391,4
65.4269,56.1505,48.4576,4.99542,46.9499,47.3237,53.5883,4
27.6288,35.3513,48.2606,5.03007,52.0296,76.8852,80.2577,0
35.5959,47.2891,47.8962,5.01683,38.6696,75.1271,77.5728,0
45.4957,61.1115,47.3594,4.98582,51.0963,75.9711,78.5284,0
72.3531,77.1688,48.2473,4.98084,75.309,57.4384,15.3877,5
71.6508,84.801,48.0819,5.01039,18.0157,53.7231,21.3313,4
49.3175,30.3867,48.1839,4.98895,56.4599,23.2416,36.5382,1
63.9572,46.8853,47.2528,4.98996,67.7681,62.5147,66.9319,7
73.1872,8.44922,48.2677,5.00887,56.8349,52.7627,27.9143,5
63.0357,76.3781,47.0904,4.98648,50.9773,31.1967,31.258,5
72.0178,83.1707,48.1133,4.99682,86.2376,56.487,26.2273,5
78.397,31.9364,47.9785,4.99781,57.3298,74.6581,78.5832,7
78.0413,68.5346,47.7081,4.99877,84.5756,3.27751,29.526,5
6.33177,76.1721,0.527724,4.99526,76.9861,59.5356,52.5615,5
84.7626,43.8426,47.7924,4.99101,47.6225,72.0647,73.0549,0
79.3637,51.8865,47.2351,5.02825,56.6579,86.5826,88.9292,7
25.6635,34.566,48.2321,5.01211,51.155,76.5469,79.0569,0
65.7118,68.9059,49.186,5.00389,64.5918,41.1593,27.8054,5
70.6829,86.4317,48.4233,4.97739,4.4006,53.0137,31.1705,4
78.7284,44.1174,47.9999,4.98803,45.4073,72.9991,67.3606,7
78.0064,44.2981,47.7461,5.02044,45.8044,73.1575,68.9477,7
54.8887,82.028,47.316,4.99376,72.2833,36.7418,38.5714,5
59.5986,29.1465,48.0185,5.01043,63.9103,75.1723,77.3115,7
81.7327,51.7757,48.0343,4.98263,57.2994,86.1046,87.7226,7
72.2118,42.5353,48.4823,4.99006,65.1068,75.7168,81.2526,7
66.7657,77.0596,48.6162,5.00891,85.02,44.8418,28.1795,5
68.2589,81.2026,47.7775,4.99299,54.3886,48.8946,23.5576,4
50.758,5.45321,47.8482,4.98475,56.4086,62.0513,63.3299,0
66.5558,82.7196,48.0514,5.00657,74.7779,52.3428,37.2583,5
65.7296,50.5958,47.4406,5.0037,67.3483,56.267,32.2139,5
78.7677,32.6588,48.5054,5.00288,57.7401,75.4774,79.3041,7
32.5302,37.0352,48.528,5.01681,46.4246,62.7457,67.5598,0
73.742,78.7383,47.6009,4.99927,75.5358,52.8752,13.0378,5
59.9053,75.6791,47.7779,4.97789,51.2444,31.9754,34.5446,5
3.20123,65.6337,48.354,5.00618,30.3405,92.9678,90.9141,0
74.2901,75.4188,47.4331,4.99026,84.0853,58.0806,1.31482,5
63.6386,43.8262,47.8133,4.99386,66.1936,61.4491,63.7762,7
64.3981,66.0623,48.4904,5.00239,38.7585,41.9728,36.894,4
63.7306,51.2549,47.6309,4.98808,65.1409,54.2051,31.2779,5
82.8372,48.306,47.8164,5.0029,66.1341,76.8879,78.0429,7
68.4491,62.7522,48.1895,5.00025,71.6449,4.61024,4.77214,5
64.8929,84.3075,47.8331,5.00606,37.9762,44.9625,3.74684,4
74.0269,76.0712,47.9619,5.01151,83.9806,56.7422,-0.711458,5
74.2168,76.9774,48.854,4.99659,74.3109,55.4305,16.1339,5
66.3741,83.6156,47.9893,5.01185,74.5606,56.8262,37.2109,5
74.6331,81.768,48.0846,4.99438,47.9145,46.892,42.139,4
62.4947,85.8869,48.383,4.99888,38.3227,46.7259,35.156,4
64.5732,51.4547,47.5655,5.00875,64.8892,53.2208,34.1459,5
46.4491,45.0949,48.3786,4.98064,62.6813,75.7789,77.5712,7
78.9563,67.738,48.2155,5.00195,82.751,4.3295,28.9001,5
77.8377,72.5676,47.5467,5.00046,44.0973,38.6374,39.1488,4
69.0721,62.7283,47.7983,5.01907,71.1946,4.26899,2.03651,5
59.1984,74.4125,47.5029,4.99267,50.6898,33.684,34.0229,5
52.2849,83.227,47.7379,5.00472,72.3912,35.8929,37.3012,5
67.3641,76.8467,48.3298,5.01649,84.0609,45.8843,27.6325,5
62.6585,42.9567,47.9748,4.98521,47.725,77.5699,7.38345,7
58.6658,28.5478,47.9134,4.99403,64.1547,74.5718,77.5272,7
57.271,69.8292,48.031,4.99683,77.8872,35.5119,44.4742,5
4.67322,37.6922,47.441,4.99428,59.0392,41.6346,49.6076,1
75.9953,57.1691,48.3012,4.98982,87.0645,51.7223,1.96007,5
66.9093,84.5955,47.1009,5.00644,75.0253,55.5305,38.7665,5
61.8233,84.4013,48.0303,5.00772,37.4978,46.9755,4.31236,4
70.1251,69.2403,47.8613,4.99653,67.1804,42.6846,36.5465,5
67.5134,85.9594,48.1623,5.01324,32.8698,40.7578,35.2054,4
5.67584,75.8013,0.769317,4.99056,76.1812,59.7842,51.0538,5
69.2588,60.8907,47.4966,4.97622,76.7119,41.5345,21.2006,5
66.4754,73.5602,48.4302,4.99379,31.032,38.0144,43.5717,4
64.372,51.8462,47.7962,5.00239,66.2577,53.4516,32.1047,5
2.63944,39.0514,48.8059,5.00082,42.4264,18.2593,2.58924,1
70.9572,70.7087,48.0218,4.99179,67.9652,42.153,35.9286,5
70.4522,44.7293,47.9268,4.99794,51.6251,65.9392,7.97688,0
58.1806,33.2528,47.1921,5.01324,54.3635,86.9971,80.7273,0
66.0359,76.9879,48.0669,5.00707,84.6522,44.3724,25.2964,5
63.4117,48.8358,48.4419,4.99707,78.6699,43.6334,27.5778,5
76.8591,56.0997,48.4066,5.01567,87.273,50.9507,2.29319,5
64.6443,66.0482,47.9221,5.00336,40.3809,37.6232,3.57142,4
66.0713,80.9192,48.0157,5.00122,25.5147,42.1161,25.0432,4
75.1728,78.8228,47.5359,5.02644,74.7774,53.8198,16.1551,5
70.4968,46.6135,1.0494,4.99599,52.5615,58.8762,3.37906,6
71.4467,26.048,48.6273,5.00209,58.415,73.7194,76.7849,7
63.3592,55.7017,47.7862,5.01256,6.85554,33.7698,26.8854,5
70.4513,86.1656,47.3413,5.00451,4.30838,53.2208,31.6478,4
41.0477,59.5039,48.6074,5.00829,38.4177,22.1572,33.9092,1
72.7568,28.26,48.4635,4.98572,57.7653,75.35,79.9119,7
84.7363,54.5398,47.0918,4.9982,75.0913,92.6911,6.63588,7
61.6166,76.4341,48.1033,4.99664,51.3245,33.5178,32.1703,5
18.1066,-0.125564,47.655,4.99837,44.3469,23.9623,35.0449,1
77.6216,33.2688,48.4961,4.99557,56.6426,77.03,76.9394,7
28.0203,38.7339,48.1408,4.99743,51.4197,3.84979,47.5432,4
66.5046,80.0504,47.8122,5.0039,25.0963,41.2082,24.3828,4
75.7372,76.939,47.6091,5.00333,82.0495,56.5847,2.1254,5
75.4299,56.1373,48.1558,4.99643,87.3264,53.2394,2.18322,5
34.969,29.309,47.1864,5.00886,41.1149,35.6658,44.3492,1
27.227,3.79671,47.729,4.99689,44.1846,32.3144,38.7656,1
5.5871,6.51473,1.23999,5.02031,53.3312,76.7353,9.53453,0
50.69,45.3347,47.9444,4.99574,5.91041,79.5264,7.6253,0
76.4725,40.6881,48.2337,5.00912,5.511,57.8846,62.1189,7
5.87904,76.27,1.18289,4.99272,77.0348,58.0749,50.5173,5
78.2691,57.6006,47.5323,5.00516,88.915,55.1087,0.275663,5
55.5213,69.938,47.9595,4.99132,76.6607,36.8223,46.2936,5
68.1697,67.8984,47.3895,5.01445,48.6008,3.78211,34.7989,4
68.0796,63.2266,48.2113,4.99824,73.2073,4.14299,2.81056,5
67.6351,69.6652,48.015,4.99987,49.6003,4.34848,34.8597,4
73.98,78.282,47.6778,4.99142,84.029,57.2649,3.36495,5
35.5056,42.0045,46.7495,4.98893,53.1904,31.1269,39.8864,1
87.138,41.3682,47.8561,4.99736,50.7861,74.7242,72.7973,7
42.9412,42.7462,47.7775,5.00371,5.45423,24.2339,23.7993,1
73.8336,77.9695,47.886,4.99909,83.9327,57.3478,3.09657,5
51.5395,81.3868,47.9227,4.98501,70.6725,37.1114,36.0928,5
65.133,50.3282,48.1459,5.0096,67.0827,52.9559,32.1449,5
8.19262,38.8593,0.307487,4.99158,52.4351,83.5881,83.5027,3
74.1395,73.1407,47.3441,4.99208,33.1032,51.4776,52.7482,4
68.3289,62.9131,49.1743,4.99328,72.0035,4.93499,4.30779,5
3.35631,36.4662,48.6197,5.00887,65.5996,64.1886,67.8859,0
67.9441,38.7815,47.7614,4.97123,53.8535,61.9332,67.6684,7
67.3679,79.8277,47.7867,4.98272,25.4813,42.4415,23.2345,4
62.2206,73.1411,47.6773,4.99952,51.0916,31.8265,33.422,5
63.2564,67.7962,47.8577,4.99714,63.7748,42.2892,28.6663,5
63.1936,45.8951,48.5143,5.0123,68.3223,61.2374,66.0055,7
63.2993,49.5618,48.5485,5.00113,64.8251,71.4145,76.591,7
74.8744,57.6784,47.6171,4.98869,86.9557,54.1267,0.813851,5
62.0837,49.3304,48.4087,5.01194,78.5167,44.4304,27.8392,5
89.1133,40.7691,48.1831,4.9964,52.1268,72.7491,75.8345,7
47.7958,48.6406,47.8064,4.97193,52.2185,78.0337,70.5768,0
65.2423,52.2542,48.6391,4.98943,65.7061,53.7854,31.4852,5
61.9502,67.8856,48.8113,5.00659,65.8956,40.9066,27.9968,5
60.918,50.904,48.2577,5.01339,53.465,66.6068,52.7876,0
77.9239,57.1606,48.0204,5.00622,88.5619,52.1857,2.59548,5
43.4312,59.4605,47.5501,4.9939,52.8822,47.6766,55.656,4
62.0756,43.7778,48.1259,4.98829,47.287,76.2045,9.2521,7
76.6444,56.2785,48.4173,4.99461,88.0221,54.2905,2.18336,5
72.9355,10.0401,47.9489,4.98713,56.5688,52.8792,30.3044,5
59.9245,5.22885,48.4876,5.01829,58.5843,71.0822,75.6224,7
83.4183,47.912,47.1747,4.99573,55.1863,80.9425,76.2808,7
66.5593,81.8757,48.6122,5.0133,38.3617,64.7985,57.8137,4
