% drifting stream generated from medium.arff
% seed: 5
% length: 2000
% sudden drift begins at instance 1000 (0-based; the 1001st @data row)
% pre-drift class weights: 6=0.4488, 5=0.2975, 7=0.1797, 8=0.0357, 4=0.0333, 3=0.0041, 9=0.0010
% post-drift class weights: 6=0.1849, 5=0.2790, 7=0.4619, 8=0.0357, 4=0.0333, 3=0.0041, 9=0.0010
% post-drift label map: 6->5, 5->6, 7->8, 8->7, 4->4, 3->3, 9->9
% pre-drift realized counts: {'3': 6, '4': 33, '5': 289, '6': 448, '7': 183, '8': 40, '9': 1}
% post-drift realized counts: {'3': 1, '4': 27, '5': 171, '6': 298, '7': 35, '8': 466, '9': 2}
% jitter is gaussian noise at --jitter * feature std; class values match the source file
@relation medium_stream
@attribute A1 NUMERIC
@attribute A2 NUMERIC
@attribute A3 NUMERIC
@attribute A4 NUMERIC
@attribute A5 NUMERIC
@attribute A6 NUMERIC
@attribute A7 NUMERIC
@attribute A8 NUMERIC
@attribute A9 NUMERIC
@attribute A10 NUMERIC
@attribute A11 NUMERIC
@attribute class NUMERIC
@data
7.94191,0.143332,0.486579,1.3526,0.0363217,41.575,119.54,0.992976,3.24511,0.402945,10.7639,7
6.55629,0.248941,0.196436,1.84081,0.0231871,28.5747,99.0653,0.991225,3.24339,0.530959,10.939,6
6.57183,0.24206,0.371533,8.23713,0.0422207,55.172,185.269,0.995806,3.21131,0.468458,9.12601,5
7.57206,0.181808,0.280657,7.02929,0.0426856,27.4432,106.893,0.996642,3.19816,0.424617,9.12374,6
5.71587,0.243246,0.287288,1.21604,0.0383738,39.9814,78.4209,0.987068,3.09091,0.295055,13.9406,7
6.10722,0.403479,0.199515,12.4235,0.0316354,53.8577,137.256,0.995011,2.91511,0.439201,10.6969,6
7.26116,0.509222,0.267126,2.85561,0.0892992,7.60327,131.517,0.994208,2.99666,0.51625,8.79042,5
7.98918,0.232357,0.327256,1.03782,0.0422828,26.4045,98.1116,0.990272,3.02551,0.429566,12.4674,6
8.52188,0.151203,0.488198,1.60403,0.0322563,16.3976,122.38,0.993148,3.03086,0.40514,10.2531,6
7.5425,0.130475,0.343595,9.39085,0.0631981,40.4298,122.623,0.996672,3.20022,0.3994,9.53467,5
8.36127,0.583479,0.272112,12.3576,0.0326383,36.9178,115.143,0.995993,2.98542,0.391608,10.7934,6
8.48732,0.305387,0.277774,3.13632,0.0547297,55.2828,172.92,0.99518,3.20614,0.430466,9.38277,6
7.81851,0.198553,0.432769,14.1234,0.0494232,44.3189,129.551,0.998385,3.10318,0.473297,10.0803,6
6.6736,0.324892,0.818821,1.60889,0.150522,47.7276,120.203,0.993057,2.98186,0.386199,9.302,5
6.9007,0.262565,0.328861,13.1093,0.0506018,57.7131,172.989,0.998023,3.39936,0.380248,9.91292,5
6.28434,0.277734,0.372935,7.76705,0.0469679,57.5428,215.972,0.995298,3.20086,0.47386,9.58314,6
6.8311,0.293135,0.328754,5.53145,0.0383667,16.0864,108.439,0.993159,3.04054,0.584953,11.1329,5
7.1299,0.387854,0.281277,13.5832,0.0421944,30.0641,138.865,0.994561,3.01804,0.954498,12.1048,6
6.66821,0.268121,0.298659,13.1545,0.0299428,32.7483,127.967,0.995319,3.35463,0.497133,12.0262,7
8.47641,0.316128,0.360916,15.5516,0.0393118,48.2692,191.959,0.998265,3.08347,0.314641,9.95748,6
7.42049,0.161245,0.261989,15.7154,0.0509518,24.6912,138.593,0.998334,2.89487,0.434421,8.72149,7
5.99208,0.662257,0.0621387,1.29426,0.0595562,8.08288,108.441,0.993391,3.10647,0.341969,8.631,4
6.6678,0.195257,0.323628,3.3814,0.0413886,26.0664,73.3607,0.991696,2.90282,0.571779,10.5458,7
6.91526,0.253334,0.353375,0.936124,0.0390815,28.2732,191.956,0.990859,3.13047,0.517326,10.8873,6
7.24199,0.314375,0.351508,6.81249,0.0451996,45.2583,178.445,0.995354,3.1336,0.537864,9.59075,5
6.79076,0.185092,0.28034,8.66136,0.0476885,51.9916,242.814,0.995339,3.22554,0.537416,10.4555,6
7.56611,0.270852,0.293173,17.2895,0.0497571,33.2014,171.568,0.999069,3.10105,0.640434,10.1688,5
7.58133,0.271687,0.327757,5.00459,0.0413958,17.8784,57.86,0.991068,3.06313,0.47709,12.4273,6
9.36778,0.286511,0.297699,1.35193,0.0425658,35.0471,141.136,0.995355,3.10311,0.490106,9.38896,5
8.7935,0.225013,0.734741,3.11229,0.0422062,15.2396,125.834,0.99349,3.02625,0.516456,11.1674,6
6.18715,0.294168,0.258788,12.8086,0.0455469,55.0112,203.678,0.997357,3.16949,0.412715,9.54758,6
7.09936,0.179781,0.313137,11.9255,0.0492622,35.4193,122.756,0.996718,2.9182,0.536907,9.39271,6
7.84972,0.284959,0.366157,11.0163,0.0327853,40.5901,208.053,0.996939,3.13506,0.465981,10.3081,5
5.68073,0.370778,0.295002,1.05678,0.029156,24.3123,87.0082,0.98888,3.17946,0.395123,11.705,6
6.9306,0.323909,0.300043,2.14129,0.0362295,28.6543,113.078,0.992709,3.25016,0.47792,10.9957,6
6.17027,0.19751,0.324934,2.91165,0.049486,17.7472,125.757,0.993444,3.17267,0.546801,9.3842,6
6.50768,0.229247,0.502745,16.553,0.0478289,37.1141,180.477,0.999171,3.02203,0.487193,8.79019,6
8.28759,0.230272,0.310313,2.45291,0.048685,22.1909,148.012,0.99527,3.0757,0.499095,9.4787,6
6.53161,0.258372,0.292842,1.48257,0.0397826,13.853,65.7385,0.99147,3.04969,0.491873,10.8319,6
6.1976,0.284291,0.327854,2.87605,0.0422095,21.8784,219.66,0.993545,3.26339,0.600909,9.72774,5
6.44414,0.0808323,0.327734,1.83675,0.0284804,23.2451,93.2656,0.991032,3.33185,0.695046,11.9478,7
6.99841,0.333731,0.278094,5.87815,0.0334518,39.3211,205.17,0.991837,3.17059,0.644103,12.4143,6
7.11692,0.356731,0.269884,2.54369,0.0346714,35.3239,115.499,0.989366,3.18706,0.442792,13.4563,7
7.41073,0.646578,0.468796,14.141,0.168156,41.3937,183.13,0.998301,2.9114,0.488969,9.34317,5
7.40193,0.160135,0.290705,13.7185,0.0553019,35.7234,171.382,0.998589,2.90655,0.439564,8.72806,7
5.79883,0.126188,0.227164,12.2449,0.0572452,24.9672,186.146,0.995564,3.32854,0.430515,11.6879,6
6.9419,0.139297,0.284134,16.2873,0.0589837,45.1828,110.278,0.997418,3.14983,0.359025,9.74655,6
7.14564,0.283616,0.195315,7.94381,0.0394753,48.4069,182.597,0.995744,3.15484,0.515952,9.4025,5
8.00513,0.229731,0.266374,1.56099,0.0310887,35.0641,134.37,0.993536,3.43693,0.506581,10.3603,7
6.71413,0.32618,0.487427,1.59714,0.16671,20.7454,94.2415,0.991592,3.11032,0.50919,11.3738,6
4.93745,0.240447,0.27007,11.5014,0.0296838,34.4001,116.676,0.995186,3.06325,0.494121,9.46213,6
7.36185,0.288614,0.480134,12.962,0.0368703,61.9761,184.291,0.997771,3.01773,0.341438,8.93133,5
6.8457,0.203238,0.270849,17.5645,0.0418856,41.6063,146.313,1.00015,3.30018,0.358129,8.7405,5
5.96806,0.234891,0.290259,1.75597,0.0322115,28.6733,89.1532,0.991976,3.38497,0.693155,10.8542,7
6.73281,0.272696,0.426279,7.49227,0.0304653,30.5843,111.331,0.991675,3.08911,0.595416,12.4739,8
6.49896,0.342821,0.272832,1.24497,0.0414318,44.424,188.143,0.992795,3.12867,0.366514,9.64154,6
8.08805,0.332369,0.266407,7.4621,0.0420198,69.0424,234.592,0.995576,3.15169,0.553507,9.97697,6
7.35208,0.266483,0.3067,2.19401,0.0422125,57.5224,179.547,0.994161,3.40948,0.67457,10.6713,6
6.8851,0.175591,0.382442,6.07525,0.0373567,19.9604,108.01,0.99421,3.09109,0.42677,10.4923,5
6.56149,0.197528,0.133149,4.2807,0.184347,36.0805,170.777,0.99403,2.93877,0.451571,9.44633,6
6.9826,0.434838,0.241956,12.3499,0.0557079,67.2347,209.767,0.997181,3.05145,0.497961,9.45227,5
5.7985,0.250223,0.245255,13.5758,0.0444635,40.102,137.558,0.997211,3.32946,0.43005,9.53925,5
6.88696,0.750675,0.137134,6.41359,0.0346052,18.8417,50.6156,0.993223,3.10252,0.253447,11.0944,4
6.73128,0.113191,0.333958,9.23834,0.0440983,40.122,115.448,0.99632,3.41122,0.406187,9.3948,7
7.42288,0.185513,0.39413,1.40142,0.0476769,24.3307,102.949,0.993518,3.28194,0.430918,10.6531,5
5.98418,0.413352,0.224789,0.428141,0.0657382,21.5961,147.378,0.992816,3.29561,0.465938,9.7431,5
6.20993,0.239324,0.364507,1.4287,0.0369951,22.9493,166.157,0.991101,3.10579,0.481081,10.6319,6
6.78419,0.26875,0.295543,12.7707,0.0486642,68.6184,159.628,0.996766,3.1517,0.500152,9.68366,6
7.53505,0.388864,0.292679,4.68541,0.020944,38.9626,111.543,0.990056,3.07114,0.473151,12.9343,7
7.19365,0.198841,0.617852,15.7376,0.041786,12.1462,103.206,0.998821,3.05277,0.365322,9.20467,6
5.85206,0.257053,0.291824,5.89551,0.0473409,32.9473,114.716,0.992079,3.24254,0.411303,11.3732,6
7.24001,0.242489,0.266704,11.0798,0.0352972,41.8051,175.281,0.997603,3.19303,0.436669,9.02105,5
7.12413,0.259135,0.311596,2.1318,0.0434618,28.8165,130.246,0.993701,3.35815,0.647207,10.9182,8
6.62862,0.22884,0.296179,14.5162,0.0573957,30.249,144.234,0.997487,3.33467,0.542216,10.2331,6
5.65187,0.255352,0.185562,1.15112,0.0339362,17.3068,136.229,0.991636,3.32436,0.342362,10.2459,6
6.906,0.537948,0.0242886,1.02987,0.033761,38.9014,105.434,0.993156,3.21159,0.32412,9.03827,5
8.14576,0.170745,0.436118,14.0448,0.0525226,43.356,149.615,1.00029,3.29404,0.747185,8.69701,8
8.24309,0.33579,0.411434,1.13181,0.0330452,18.2905,95.5464,0.991206,3.19078,0.321553,12.4234,3
7.13183,0.324471,0.297727,3.9538,0.0374854,33.0959,169.71,0.994314,3.26868,0.63559,10.1006,6
6.23247,0.281003,0.295891,6.48164,0.206091,59.7405,153.793,0.994947,3.08907,0.396029,9.4197,6
6.90198,0.314257,0.180209,7.17409,0.0416982,71.7046,224.706,0.996066,3.1526,0.405152,8.91907,5
6.69824,0.109229,0.262327,14.9163,0.0540029,42.6173,97.3843,0.996653,3.18273,0.34203,9.87156,6
7.28658,0.188776,0.267802,13.5774,0.0573941,43.3785,152.391,0.998015,2.93427,0.40524,8.80239,8
6.30928,0.347426,0.297665,5.53018,0.0356045,7.77915,97.2463,0.992626,3.26409,0.403811,11.1059,7
5.85711,0.269715,0.293496,5.49654,0.0453383,35.1293,116.112,0.99246,3.24171,0.413765,11.4469,6
6.81765,0.205246,0.274082,2.8437,0.0538271,48.6133,157.425,0.994572,3.02297,0.47495,8.86828,8
7.63873,0.437649,0.246633,10.8604,0.0315789,41.6685,167.042,0.99443,3.11176,0.436567,11.3177,7
6.90068,0.239768,0.307294,13.6142,0.053308,68.6295,202.151,0.997077,3.22497,0.486956,9.61265,6
7.03478,0.121079,0.319419,6.97603,0.057873,22.0331,87.4954,0.996846,3.28625,0.378039,9.15603,6
5.60465,0.336933,0.112274,1.23859,0.030745,19.4586,67.805,0.990359,3.36261,0.517586,11.1962,7
4.83568,0.324017,0.00917358,6.36934,0.0284194,34.4923,163.343,0.993812,3.34114,0.606214,9.86923,5
5.87586,0.287167,0.313464,7.29337,0.0370172,58.0782,204.417,0.99496,3.24853,0.410956,9.52285,5
7.20618,0.327351,0.283031,1.61307,0.0331248,26.8022,107.087,0.992406,3.278,0.56735,10.6161,6
7.28202,0.319226,0.334342,1.94539,0.0430728,59.725,169.445,0.989602,3.25692,0.531627,13.2814,7
7.42361,0.205852,0.676223,10.8281,0.0468533,37.4575,135.488,0.997453,2.9865,0.353786,8.75003,5
7.29526,0.250243,0.255527,7.02182,0.0482196,51.5461,209.452,0.995627,3.12404,0.361988,9.12216,5
8.07882,0.27757,0.416634,7.23191,0.044345,40.867,167.994,0.99614,3.17203,0.435819,10.5564,5
9.63792,0.255842,0.533649,1.34185,0.0391433,16.4026,161.622,0.993981,2.95367,0.431948,10.5704,5
6.79191,0.209482,0.401459,6.60406,0.0332407,39.1021,119.552,0.992202,3.17189,0.521216,11.9775,7
7.26413,0.181213,0.305442,17.3374,0.0562033,32.1986,194.983,1.0002,3.12503,0.454801,9.01266,6
7.15891,0.239611,0.294571,2.20913,0.0370318,36.8873,101.861,0.992211,3.28479,0.638852,11.1045,7
6.62312,0.333411,0.188572,6.34551,0.0814653,46.8493,239.772,0.997127,3.42837,0.467354,9.19763,5
7.28387,0.174978,0.299804,1.45076,0.0450537,19.2568,72.2359,0.992513,3.32034,0.395944,10.7681,7
6.80719,0.17817,0.302492,13.026,0.0612004,18.7246,170.88,0.998211,3.00017,0.514995,9.03529,7
6.75511,0.318576,0.324094,14.4617,0.0376191,5.66564,77.9135,0.994063,3.14319,0.338685,12.4627,5
5.97635,0.187569,0.255925,12.212,0.0477407,50.3963,148.839,0.997431,3.29496,0.358886,8.94205,6
6.50725,0.143934,0.551548,6.19782,0.0431395,75.1327,162.578,0.994471,2.95434,0.388964,9.31152,5
6.62444,0.170156,0.261912,7.20418,0.0536031,45.8504,129.281,0.993987,3.15757,0.364096,9.98502,6
7.98865,0.257354,0.263491,14.5241,0.0430633,40.2595,247.606,0.998619,3.03224,0.578551,8.677,6
6.63126,0.243136,0.351163,7.97106,0.0443075,54.1204,179.493,0.995975,3.08435,0.419953,9.16651,5
5.23458,0.314985,0.363666,5.6969,0.029345,46.8577,146.218,0.989752,3.13417,0.323215,12.4301,7
6.11669,0.236681,0.282726,11.2586,0.0504295,49.7524,135.424,0.99438,3.22992,0.370479,10.7683,6
9.08256,0.134102,0.372066,1.41718,0.0333232,34.6629,86.3902,0.991184,3.03921,0.552525,11.5591,6
6.72428,0.228009,0.327629,1.64089,0.0354322,23.529,96.7319,0.992467,3.32779,0.404442,10.8147,6
6.86529,0.406,0.372246,8.98259,0.0527807,35.3884,147.474,0.995975,3.1552,0.502376,9.29463,5
6.38407,0.279127,0.279507,3.03909,0.0402457,19.0148,100.672,0.99222,3.24283,0.468324,11.1953,6
5.47165,0.138473,0.268211,4.28977,0.0284447,22.5957,106.443,0.994816,3.3401,0.436125,9.08171,5
6.90294,0.40305,0.372542,8.7202,0.0536854,37.2042,149.419,0.996089,3.15269,0.498549,9.28129,5
5.87586,0.192926,0.204635,1.29838,0.043963,57.6003,137.683,0.993594,3.31928,0.443586,9.51584,5
7.04255,0.316316,0.291896,6.16941,0.0315673,38.1744,111.572,0.992436,3.38348,0.581372,12.1174,7
6.2657,0.299704,0.285706,5.22723,0.0433094,35.525,166.828,0.995167,3.22282,0.692619,9.40066,6
7.21509,0.389306,0.550223,1.606,0.156149,34.8778,132.606,0.994304,3.11318,0.527367,8.90952,6
6.70431,0.180118,0.303865,6.28683,0.049151,40.3816,250.532,0.99559,3.28752,0.517214,10.0484,5
6.1311,0.342775,0.29762,11.0121,0.0477194,28.3602,238.495,0.99798,3.16346,0.481175,8.71149,5
7.66526,0.218109,0.607001,1.9284,0.0458214,47.4048,164.529,0.993597,3.04698,0.540932,10.175,7
7.48804,0.241232,0.489398,9.65698,0.0482075,49.9684,146.954,0.99618,3.16488,0.59211,10.4812,7
6.60337,0.241696,0.298947,1.65164,0.0239417,19.4048,85.0882,0.990225,3.25596,0.449776,12.5311,6
6.82028,0.313814,0.22216,2.27314,0.0454756,14.49,67.3939,0.993274,3.16539,0.383029,9.41151,6
6.7625,0.321306,0.432083,2.05906,0.0501777,2.59894,63.2411,0.993354,3.2777,0.466373,10.7193,5
7.0309,0.357526,0.348358,2.53762,0.047804,67.6622,159.416,0.991557,3.05165,0.573164,11.0282,6
7.78697,0.155764,0.303595,4.31518,0.0360926,35.697,173.356,0.996917,3.47698,0.436401,9.06144,4
7.46019,0.326434,0.25617,15.8808,0.0503294,66.7572,209.835,0.999038,3.06722,0.682238,9.62832,5
7.92046,0.370417,0.314549,2.65246,0.0353077,5.41866,24.0279,0.991177,3.19199,0.35567,11.7742,6
7.38499,0.191676,0.29439,13.0407,0.0525167,48.4797,231.617,0.99852,3.15003,0.494785,9.20287,7
6.69789,0.155302,0.375894,1.37104,0.0370479,20.2716,87.7536,0.990396,3.0935,0.524795,11.387,6
6.70621,0.30821,0.439901,18.2219,0.0568723,64.1294,225.503,0.999654,3.12113,0.527783,9.08305,5
7.40986,0.258114,0.373442,13.4442,0.0602079,51.6436,189.346,0.997606,3.01114,0.440828,9.0404,5
6.81245,0.305313,0.307978,7.95536,0.0294434,31.445,121.159,0.991539,3.1266,0.640336,12.5455,7
8.11441,0.20749,0.27281,0.926446,0.0250864,48.9543,89.0337,0.990637,2.91484,0.359825,11.0356,6
5.36335,0.50011,0.135658,5.56049,0.0275199,12.3707,105.356,0.99101,3.48372,0.879682,13.4853,7
7.59692,0.519706,0.500215,14.2437,0.0350427,37.4544,157.249,0.995857,3.13915,0.383957,11.7661,7
5.31481,0.311801,0.384954,10.3866,0.0315101,52.6925,143.23,0.993377,3.3465,0.46081,11.7114,6
5.22158,0.235632,0.454424,6.54765,0.0668323,40.032,186.996,0.993725,3.18431,0.423604,9.71413,5
5.95709,0.260438,0.153203,1.10496,0.0523194,36.014,123.975,0.993486,3.08687,0.458427,8.75906,5
6.18406,0.117684,0.339953,1.67801,0.0465871,43.8845,118.983,0.993756,3.41418,0.51994,8.90434,6
6.2872,0.266444,0.216861,4.2562,0.0302473,24.2947,127.57,0.991519,3.04341,0.343808,10.6124,6
6.98811,0.224054,0.341935,1.76686,0.0356011,30.6261,110.946,0.99101,3.1481,0.477476,10.8322,7
6.88203,0.226727,0.33113,12.5528,0.0575123,44.3169,168.191,0.998121,3.4248,0.422925,9.80627,6
6.64311,0.169441,0.259782,7.26698,0.0534525,45.3072,129.558,0.993955,3.15984,0.365279,9.90808,6
6.2944,0.342322,0.232776,1.6625,0.0541154,25.1288,118.394,0.994437,3.35984,0.502945,9.2626,5
6.85575,0.397329,0.432927,6.66832,0.0663885,42.0865,178.015,0.99542,3.11495,0.539821,9.37514,5
7.94466,0.223869,0.253749,4.50082,0.0453943,38.6001,163.396,0.992776,2.98467,0.278956,11.4126,6
6.54288,0.34537,0.277609,12.3375,0.0521027,84.3198,213.521,0.995928,3.15767,0.508578,9.75757,6
6.88985,0.427846,0.282406,9.20837,0.0565074,29.1432,181.077,0.995975,3.15054,0.426101,9.36343,5
6.5859,0.324831,0.471529,15.92,0.0626863,27.3979,172.568,0.99859,3.17606,0.554657,8.96487,5
7.60704,0.199512,0.289217,14.5507,0.0574699,53.3059,211.645,0.999162,3.15417,0.454208,8.95085,8
7.51363,0.232879,0.309827,13.094,0.0503069,25.8739,179.738,0.9988,3.05404,0.530056,9.07904,6
7.22009,0.469943,0.651052,8.37641,0.0830675,26.4499,184.073,0.996401,2.99987,0.354062,9.20671,5
7.56018,0.193952,0.677502,12.9798,0.0398965,55.2432,158.293,0.99885,3.04829,0.401718,8.62814,5
6.95853,0.39015,0.40137,4.99194,0.0202805,4.74204,20.0576,0.99159,3.31358,0.369286,12.6805,3
7.95758,0.33555,0.510285,15.1811,0.0466516,55.1863,168.284,0.998784,3.07288,0.519694,9.15796,5
6.62847,0.252072,0.314741,1.30289,0.0601131,30.3213,220.793,0.993886,3.16105,0.530417,9.44339,5
6.52289,0.190924,0.346973,1.43099,0.0283147,40.0634,116.008,0.989593,3.21621,0.666551,12.4913,6
7.52978,0.5673,0.128512,10.1066,0.0971936,21.499,173.812,0.998194,3.31979,0.450171,9.07709,4
7.3257,0.195389,0.490446,6.88569,0.0370407,15.989,112.108,0.993795,3.19572,0.388884,10.9441,7
7.25225,0.195712,0.267258,14.0259,0.0555294,45.4165,152.134,0.997923,2.95475,0.421524,8.87043,8
6.82068,0.184096,0.303191,12.4313,0.0581005,18.6161,170.128,0.998343,2.99091,0.525637,8.95281,7
6.46583,0.261878,0.306065,1.69311,0.0267175,32.6079,135.735,0.992062,3.22012,0.47637,10.5459,6
5.50073,0.588503,0.0660245,6.87155,0.0452873,37.1942,144.067,0.994389,3.33982,0.566798,9.62496,6
7.22945,0.395739,0.614815,10.4391,0.0398913,69.0793,186.07,0.997415,3.08349,0.485009,8.54229,4
6.2757,0.267831,0.259066,12.2675,0.0455545,42.3758,127.335,0.995095,3.16328,0.367327,10.7927,6
5.83712,0.299044,0.282272,3.09107,0.0352273,16.4886,121.231,0.989755,3.25374,0.424617,12.4436,6
7.11269,0.215534,0.327491,16.6918,0.0555335,49.4777,155.928,1.00001,3.3741,0.38768,9.55276,6
5.62791,0.288832,0.26495,4.05134,0.0428999,52.335,160.171,0.992359,3.3447,0.437106,10.6613,7
6.00542,0.157556,0.294519,6.94194,0.0417771,43.7313,150.042,0.994973,3.6328,0.452408,10.5857,5
7.48764,0.22499,0.271931,14.7774,0.0659836,32.8145,164.332,0.99868,3.03086,0.440978,9.27152,4
6.73294,0.273362,0.125635,1.03896,0.0410574,86.2096,165.858,0.991959,3.1905,0.420621,9.95388,5
6.49941,0.289728,0.513999,8.30257,0.0482547,35.127,194.529,0.995624,3.16044,0.503242,9.564,6
6.31719,0.102332,0.290101,0.987521,0.0336343,43.7788,135.982,0.991214,3.17472,0.543805,10.7668,7
6.6315,0.249863,0.307927,1.28504,0.0366197,31.1613,125.604,0.991942,3.40277,0.468497,11.2188,6
6.05145,0.277724,0.531562,4.68791,0.0783957,29.054,139.229,0.994854,3.1072,0.356754,8.95785,6
6.10289,0.182842,0.268993,1.912,0.0900401,38.9303,143.92,0.992018,3.49172,0.618764,10.8849,6
6.96715,0.223012,0.25912,9.18431,0.0274792,38.5282,123.157,0.992347,3.06737,0.335084,12.4829,8
7.34684,0.159348,0.271105,15.4185,0.0489426,25.1316,138.272,0.998423,2.90114,0.429988,8.66655,7
5.66429,0.143626,0.302913,5.75206,0.0364902,7.73623,81.4774,0.9923,3.29853,0.388667,10.5666,6
7.82335,0.24741,0.338756,13.7739,0.0441593,65.9531,182.162,0.999828,3.22905,0.747797,8.90091,5
6.74898,0.181671,0.356604,2.21862,0.0345029,31.1418,98.811,0.991599,3.14991,0.538271,10.7784,7
6.38015,0.267035,0.219232,2.61998,0.0477849,14.2684,100.09,0.993579,3.27577,0.422612,9.9182,5
7.6161,0.385226,0.321329,3.77573,0.0341386,22.7224,90.1864,0.991433,3.07483,0.596315,12.4772,7
7.9704,0.183166,0.36547,5.86923,0.0573845,31.3728,130.851,0.995093,3.24436,0.51974,10.8837,6
6.56773,0.290659,0.240882,6.70273,0.0399508,18.6146,112.68,0.993672,3.16912,0.382677,10.0966,6
5.99249,0.281551,0.243263,17.7632,0.0466806,42.7271,107.875,0.999052,3.09134,0.450456,8.8424,6
6.60672,0.559513,0.220931,9.03941,0.0344489,26.4421,135.119,0.996842,3.20046,0.509635,9.05277,5
6.36283,0.276522,0.430463,6.95476,0.044188,61.1733,222.561,0.995058,3.08113,0.44658,9.41779,6
5.56507,0.160236,0.260411,5.26982,0.0503031,50.4359,138.844,0.993354,3.48157,0.511285,11.0092,6
6.93833,0.304105,0.365316,4.56589,0.0551181,30.7991,199.82,0.99493,3.41379,0.574542,10.432,4
6.91948,0.240239,0.399674,1.31051,0.0375306,22.7964,100.902,0.989804,3.02624,0.391505,11.3509,6
6.39263,0.32242,0.261392,7.56272,0.0500633,53.3288,175.834,0.995184,3.13724,0.502223,9.57748,5
7.1149,0.155418,0.316613,0.690835,0.0322746,28.296,78.641,0.989681,3.22273,0.353762,12.1237,6
6.73195,0.315836,0.306253,7.75027,0.0274582,32.6235,124.484,0.991684,3.12786,0.618934,12.5156,7
6.8205,0.214318,0.282073,18.3911,0.0402837,42.1748,147.183,1.00003,3.29761,0.354408,8.69363,5
6.1956,0.367385,0.241328,5.77013,0.0340493,18.8393,86.509,0.989346,3.04337,0.258972,13.3852,8
6.01808,0.16201,0.244628,1.35896,0.0462398,17.7583,76.1929,0.993171,3.65702,0.577928,10.2436,6
7.3303,0.357391,0.346206,14.7711,0.056857,47.4948,174.545,0.9978,3.1497,0.56566,10.1478,5
7.73145,0.380639,0.219838,11.0204,0.0286829,27.9355,93.9684,0.991719,2.94193,0.417911,13.6201,6
6.77834,0.180491,0.271422,10.0111,0.0387974,30.0796,113.056,0.994077,3.11266,0.449255,10.8376,7
6.65615,0.351492,0.319831,8.95943,0.0330912,29.3686,119.373,0.991858,3.12165,0.654898,12.835,7
7.32137,0.430492,0.368816,4.63377,0.0283696,17.4545,112.192,0.991154,3.23642,0.415609,13.1287,6
7.51322,0.233988,0.289742,1.05957,0.0465232,35.2784,83.8532,0.990222,3.03787,0.387291,11.4206,6
7.62812,0.189075,0.299447,14.5597,0.0564404,52.6454,215.264,0.998665,3.13525,0.450539,8.91061,8
6.68862,0.314129,0.300633,2.1894,0.0387283,30.2834,82.6571,0.988971,3.0974,0.356331,12.7521,7
7.25115,0.192057,0.243317,6.24518,0.0551877,33.3247,233.205,0.996521,3.35169,0.541247,9.92901,6
5.94135,0.302658,0.28382,0.999989,0.0356011,22.8324,55.2086,0.990111,3.17607,0.37764,11.3587,5
7.18699,0.285947,0.534771,16.588,0.0448939,54.3302,198.573,0.999078,3.06745,0.486314,9.47737,6
6.92904,0.277315,0.300608,8.36918,0.0282787,37.0417,113.549,0.991324,2.98746,0.382559,12.2869,8
5.94003,0.345854,0.2926,6.23333,0.0465626,28.6718,135.078,0.994728,3.47892,0.566083,10.7404,6
6.66455,0.333269,0.299937,8.35382,0.0574699,23.5515,154.776,0.996227,3.4638,0.64338,10.9739,7
6.69309,0.615649,0.242373,0.976732,0.0415748,5.97184,62.4035,0.993322,3.41511,0.323951,10.397,5
6.07695,0.322603,0.247703,1.57868,0.0353146,37.6831,122.786,0.990011,3.29788,0.413504,12.3963,7
6.60657,0.393537,0.45462,6.13143,0.057976,42.1394,239.711,0.996752,3.49701,0.597096,9.86037,5
6.11669,0.401825,0.136229,9.90705,0.0354696,17.2647,117.503,0.995967,3.36486,0.44573,9.96461,5
5.64192,0.413048,0.223119,6.93509,0.0484384,45.6877,158.422,0.99296,3.3066,0.395945,10.633,5
6.5473,0.341732,0.410462,7.41489,0.0460075,66.7279,174.862,0.995012,3.1359,0.506079,9.65146,6
6.43677,0.291689,0.513503,5.67268,0.0466885,62.3547,172.387,0.994443,3.07899,0.450181,9.15153,6
6.00335,0.344142,0.297374,5.94005,0.0467223,28.7406,135.639,0.994578,3.48136,0.57129,10.6669,6
8.72948,0.227533,0.320365,13.1022,0.0444394,34.9987,168.643,0.999786,3.13626,0.46513,8.90002,7
6.56382,0.189484,0.986381,1.42624,0.122076,43.7805,132.139,0.993757,3.08563,0.306259,8.66241,6
7.52992,0.31467,0.244083,7.03658,0.0287294,28.4015,141.735,0.993995,3.16613,0.378318,10.6356,7
6.10435,0.365812,0.580887,15.1031,0.0446943,41.8733,113.943,0.997778,3.14308,0.508268,8.91825,5
6.93639,0.201195,0.307311,5.82534,0.0381037,31.1362,120.812,0.993968,3.2364,0.510822,10.8042,5
8.76467,0.216978,0.425376,1.94046,0.0554883,26.3896,117.642,0.99406,2.98114,0.433746,10.0059,5
6.27768,0.350608,0.309974,5.82849,0.0357598,8.14728,97.5431,0.992845,3.2834,0.406425,10.8652,7
7.79641,0.253741,0.281212,7.06753,0.0399342,45.689,176.122,0.995327,3.13721,0.598485,10.1036,6
7.92724,0.351194,0.390774,1.51172,0.0260294,25.3312,91.5172,0.991328,3.13998,0.496506,11.7925,6
6.73584,0.26071,0.282723,7.68556,0.0361887,39.1055,177.507,0.994911,3.23239,0.569353,10.4103,6
6.74955,0.176598,0.374835,2.16977,0.040698,34.6939,124.609,0.992025,3.27044,0.595189,10.7107,7
